,0,1
0,ENSG00000166197,ENSG00000071082
1,ENSG00000198056,ENSG00000146143
2,ENSG00000122026,ENSG00000197756
3,ENSG00000109971,ENSG00000149136
4,ENSG00000030066,ENSG00000110713
5,ENSG00000122406,ENSG00000197958
6,ENSG00000174243,ENSG00000064703
7,ENSG00000146007,ENSG00000182004
8,ENSG00000105372,ENSG00000233927
9,ENSG00000084463,ENSG00000114503
10,ENSG00000082516,ENSG00000100410
11,ENSG00000149273,ENSG00000177600
12,ENSG00000198034,ENSG00000109475
13,ENSG00000181222,ENSG00000168002
14,ENSG00000174748,ENSG00000100697
15,ENSG00000092199,ENSG00000099783
16,ENSG00000183684,ENSG00000100603
17,ENSG00000168883,ENSG00000136875
18,ENSG00000167088,ENSG00000136875
19,ENSG00000101161,ENSG00000147274
20,ENSG00000197756,ENSG00000125691
21,ENSG00000142507,ENSG00000163636
22,ENSG00000089009,ENSG00000114391
23,ENSG00000116754,ENSG00000174243
24,ENSG00000116752,ENSG00000189091
25,ENSG00000084463,ENSG00000189091
26,ENSG00000204392,ENSG00000122692
27,ENSG00000156482,ENSG00000132382
28,ENSG00000140990,ENSG00000166136
29,ENSG00000265681,ENSG00000142534
30,ENSG00000181222,ENSG00000143624
31,ENSG00000134419,ENSG00000231500
32,ENSG00000061794,ENSG00000183617
33,ENSG00000167088,ENSG00000108561
34,ENSG00000087365,ENSG00000197102
35,ENSG00000125691,ENSG00000233927
36,ENSG00000151461,ENSG00000183684
37,ENSG00000100410,ENSG00000117360
38,ENSG00000110700,ENSG00000233927
39,ENSG00000156482,ENSG00000171490
40,ENSG00000105202,ENSG00000130255
41,ENSG00000198755,ENSG00000147403
42,ENSG00000174748,ENSG00000137154
43,ENSG00000105705,ENSG00000087087
44,ENSG00000125686,ENSG00000180182
45,ENSG00000188846,ENSG00000197958
46,ENSG00000145833,ENSG00000143368
47,ENSG00000197170,ENSG00000142507
48,ENSG00000164587,ENSG00000130255
49,ENSG00000147604,ENSG00000171863
50,ENSG00000113460,ENSG00000122026
51,ENSG00000154473,ENSG00000145833
52,ENSG00000116754,ENSG00000092199
53,ENSG00000146007,ENSG00000100410
54,ENSG00000129351,ENSG00000115053
55,ENSG00000129351,ENSG00000133226
56,ENSG00000089009,ENSG00000115053
57,ENSG00000035928,ENSG00000198056
58,ENSG00000058600,ENSG00000171453
59,ENSG00000115053,ENSG00000142534
60,ENSG00000109606,ENSG00000087087
61,ENSG00000143368,ENSG00000087365
62,ENSG00000182774,ENSG00000166197
63,ENSG00000174243,ENSG00000101343
64,ENSG00000150316,ENSG00000101161
65,ENSG00000175467,ENSG00000100603
66,ENSG00000143977,ENSG00000183684
67,ENSG00000147604,ENSG00000110700
68,ENSG00000096080,ENSG00000147586
69,ENSG00000114503,ENSG00000175467
70,ENSG00000101161,ENSG00000106355
71,ENSG00000134419,ENSG00000129351
72,ENSG00000197958,ENSG00000174748
73,ENSG00000044574,ENSG00000115053
74,ENSG00000164587,ENSG00000109475
75,ENSG00000154473,ENSG00000010244
76,ENSG00000151461,ENSG00000130713
77,ENSG00000114391,ENSG00000147604
78,ENSG00000213780,ENSG00000112592
79,ENSG00000062822,ENSG00000170312
80,ENSG00000156482,ENSG00000071082
81,ENSG00000125445,ENSG00000112651
82,ENSG00000122406,ENSG00000172809
83,ENSG00000166197,ENSG00000144713
84,ENSG00000138663,ENSG00000198612
85,ENSG00000188846,ENSG00000242372
86,ENSG00000180992,ENSG00000175110
87,ENSG00000197756,ENSG00000130255
88,ENSG00000041357,ENSG00000136930
89,ENSG00000092199,ENSG00000129351
90,ENSG00000161920,ENSG00000148297
91,ENSG00000167526,ENSG00000168028
92,ENSG00000154473,ENSG00000163714
93,ENSG00000174243,ENSG00000117360
94,ENSG00000170889,ENSG00000125691
95,ENSG00000058600,ENSG00000013503
96,ENSG00000167978,ENSG00000100603
97,ENSG00000183617,ENSG00000147586
98,ENSG00000112110,ENSG00000171421
99,ENSG00000162385,ENSG00000101161
100,ENSG00000243147,ENSG00000171421
101,ENSG00000087087,ENSG00000116752
102,ENSG00000154719,ENSG00000175110
103,ENSG00000143977,ENSG00000117360
104,ENSG00000099956,ENSG00000175467
105,ENSG00000136527,ENSG00000108654
106,ENSG00000114503,ENSG00000084463
107,ENSG00000109111,ENSG00000136807
108,ENSG00000108298,ENSG00000142676
109,ENSG00000146007,ENSG00000164167
110,ENSG00000101161,ENSG00000125835
111,ENSG00000147274,ENSG00000169045
112,ENSG00000083845,ENSG00000177954
113,ENSG00000163634,ENSG00000131652
114,ENSG00000188846,ENSG00000172809
115,ENSG00000183258,ENSG00000099995
116,ENSG00000073111,ENSG00000140534
117,ENSG00000167088,ENSG00000147274
118,ENSG00000140259,ENSG00000167088
119,ENSG00000112306,ENSG00000172809
120,ENSG00000074071,ENSG00000125901
121,ENSG00000125835,ENSG00000122692
122,ENSG00000106355,ENSG00000189091
123,ENSG00000109971,ENSG00000167978
124,ENSG00000099783,ENSG00000175467
125,ENSG00000063177,ENSG00000177600
126,ENSG00000099783,ENSG00000063177
127,ENSG00000161016,ENSG00000063177
128,ENSG00000013275,ENSG00000163636
129,ENSG00000174444,ENSG00000168028
130,ENSG00000035928,ENSG00000170312
131,ENSG00000196504,ENSG00000099783
132,ENSG00000112592,ENSG00000144231
133,ENSG00000233927,ENSG00000177600
134,ENSG00000175110,ENSG00000062582
135,ENSG00000144713,ENSG00000108298
136,ENSG00000184634,ENSG00000180182
137,ENSG00000132676,ENSG00000061794
138,ENSG00000089157,ENSG00000105372
